Year,Value,Source,Notes,ISO3,Country,Item
1996,804.701194437517,733,"6432,6495",BRB,Barbados,"Financial intermediation, real estate, renting and business activities"
1996,77.3587478465474,733,"6432,6495",GRD,Grenada,"Financial intermediation, real estate, renting and business activities"
1996,113.665896347348,733,"6432,6495",BHS,Bahamas,"Electricity, gas and water supply"
1996,232.315467939777,733,"6432,6495",SUR,Suriname,Manufacturing
1996,3306.49092585404,733,"6432,6495",BRB,Barbados,Gross domestic product (GDP)
1996,305.330884286807,733,"6432,6495",TTO,Trinidad and Tobago,Taxes on products less subsidies on products
1996,42.1018148508942,733,"6432,6495",ATG,Antigua and Barbuda,Post and telecommunications
1996,230.2129,733,"6432,6495",BHS,Bahamas,Statistical discrepancy of GDP by economic activity
1997,833.467354877311,733,"6432,6495",BRB,Barbados,"Financial intermediation, real estate, renting and business activities"
1997,122.230732297914,733,"6432,6495",BHS,Bahamas,"Electricity, gas and water supply"
1997,384.966139240506,733,"6432,6495",BRB,Barbados,Manufacturing
1997,116.314648469051,733,"6432,6495",ATG,Antigua and Barbuda,Hotels and restaurants
1997,75.8922897196262,733,"6432,6495",BLZ,Belize,"Agriculture, hunting and forestry"
1997,130.111660175268,733,"6432,6495",BLZ,Belize,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,354.607827846814,733,"6432,6495",TTO,Trinidad and Tobago,Taxes on products less subsidies on products
1997,345.269996128961,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Total value added
1997,400.393044681236,733,"6432,6495",TTO,Trinidad and Tobago,Financial intermediation services indirectly measured (FISIM)
1997,3.3803,733,"6432,6495",GRD,Grenada,Statistical discrepancy of GDP by economic activity
1997,5.2185,733,"6432,6495",BRB,Barbados,Mining and quarrying
1997,120.027291037261,733,"6432,6495",BRB,Barbados,Construction
1997,101.8514,733,"6432,6495",GUY,Guyana,Statistical discrepancy of GDP by economic activity
1997,1602.42459608904,733,"6432,6495",BHS,Bahamas,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,5.94845850928827,733,"6495,6432",GRD,Grenada,Fishing
1997,1787.68885185378,733,"6432,6495",DOM,Dominican Republic,"Agriculture, hunting and forestry"
1997,1778.96365008563,733,"6432,6495",DOM,Dominican Republic,Taxes on products less subsidies on products
1997,1502.17172853838,733,"6432,6495",TTO,Trinidad and Tobago,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,8745.426068494,733,"6432,6495",TTO,Trinidad and Tobago,Gross domestic product (GDP)
1997,5.14105601566482,733,"6432,6495",GRD,Grenada,Financial intermediation services indirectly measured (FISIM)
1997,6075.27074345868,733,"6495,6432",BHS,Bahamas,Gross domestic product (GDP)
1997,98.0504449641511,733,"6432,6495",ATG,Antigua and Barbuda,Taxes on products less subsidies on products
1997,73.7636007827789,733,"6495,6432",BRB,Barbados,"Agriculture, hunting, forestry and fishing"
1997,1478.54744555669,733,"6432,6495",BHS,Bahamas,"Financial intermediation, real estate, renting and business activities"
1997,14.070110330993,733,"6432,6495",BLZ,Belize,Financial intermediation services indirectly measured (FISIM)
1997,4033.1627,733,"6495,6432",HTI,Haiti,Statistical discrepancy of GDP by economic activity
1997,279.721294445952,733,"6495,6432",BHS,Bahamas,Transport and supporting and auxiliary activities
1997,249.986363205229,733,"6432,6495",BHS,Bahamas,Manufacturing
1997,1281.1318,733,"6432,6495",JAM,Jamaica,Statistical discrepancy of GDP by economic activity
1997,49.0050559272175,733,"6432,6495",BHS,Bahamas,"Agriculture, hunting and forestry"
1997,426.62846945865,733,"6432,6495",BHS,Bahamas,Taxes on products less subsidies on products
1997,1032.27215562867,733,"6432,6495",TTO,Trinidad and Tobago,"Financial intermediation, real estate, renting and business activities"
1997,27.9479978210458,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Agriculture, hunting, forestry and fishing"
1997,66.2258795324556,733,"6432,6495",ATG,Antigua and Barbuda,Construction
1997,35.312143568703,733,"6432,6495",GRD,Grenada,"Agriculture, hunting, forestry and fishing"
1997,529.912519978981,733,"6432,6495",TTO,Trinidad and Tobago,"Transport, storage and communications"
1997,8148.90628674185,733,"6432,6495",TTO,Trinidad and Tobago,Total value added
1997,696.539033041029,733,"6432,6495",LCA,Saint Lucia,Total value added
1997,159.432957827892,733,"6495,6432",BHS,Bahamas,"Agriculture, hunting, forestry and fishing"
1997,462.382202007829,733,"6432,6495",BRB,Barbados,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,25.610625,733,"6432,6495",BLZ,Belize,"Electricity, gas and water supply"
1997,25.6179585299076,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Agriculture, hunting and forestry"
1997,29629.7645084868,733,"6432,6495",CUB,Cuba,Gross domestic product (GDP)
1997,1994.94905180125,733,"6432,6495",CUB,Cuba,"Agriculture, hunting, forestry and fishing"
1997,40.1825804478403,733,"6432,6495",GRD,Grenada,"Wholesale and retail trade, and repair of goods"
1997,2.08907922426177,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Fishing
1997,77.224843178254,733,"6432,6495",BLZ,Belize,"Agriculture, hunting, forestry and fishing"
1997,1462.22185720126,733,"6432,6495",TTO,Trinidad and Tobago,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,1242.54793318681,733,"6432,6495",DOM,Dominican Republic,"Transport, storage and communications"
1997,-1159.2768,733,"6432,6495",DOM,Dominican Republic,Statistical discrepancy of GDP by economic activity
1997,560.859723827842,733,"6432,6495",TTO,Trinidad and Tobago,Construction
1997,95.8367182161494,733,"6432,6495",TTO,Trinidad and Tobago,"Electricity, gas and water supply"
1997,1180.50731860324,733,"6432,6495",BHS,Bahamas,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,793.30679498396,733,"6495,6432",BRB,Barbados,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,114.857932793744,733,"6432,6495",ATG,Antigua and Barbuda,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,271.270943620241,733,"6432,6495",DMA,Dominica,Total value added
1997,5.13475859227772,733,"6432,6495",ATG,Antigua and Barbuda,Mining and quarrying
1997,0.897994112629237,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Mining and quarrying
1997,5195.64547935444,733,"6432,6495",DOM,Dominican Republic,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,29.8909027777778,733,"6432,6495",BLZ,Belize,Construction
1997,509.602139478527,733,"6432,6495",TTO,Trinidad and Tobago,Manufacturing
1997,3.0599,733,"6432,6495",DMA,Dominica,Statistical discrepancy of GDP by economic activity
1997,104.460755909687,733,"6495,6432",ATG,Antigua and Barbuda,"Transport, storage and communications"
1997,50.2178990712426,733,"6432,6495",GUY,Guyana,"Financial intermediation, real estate, renting and business activities"
1997,14.7032606492328,733,"6432,6495",DMA,Dominica,Manufacturing
1997,11.6828282170552,733,"6432,6495",ATG,Antigua and Barbuda,Financial intermediation services indirectly measured (FISIM)
1997,35.1918151018316,733,"6432,6495",GRD,Grenada,Construction
1997,13.4893678093894,733,"6432,6495",ATG,Antigua and Barbuda,Manufacturing
1997,11.4775,733,"6432,6495",KNA,Saint Kitts and Nevis,Statistical discrepancy of GDP by economic activity
1997,69.6792111503207,733,"6432,6495",GRD,Grenada,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,112.5554694234,733,"6432,6495",ATG,Antigua and Barbuda,"Financial intermediation, real estate, renting and business activities"
1997,1626.90744334739,733,"6432,6495",CUB,Cuba,"Financial intermediation, real estate, renting and business activities"
1997,112.761029964703,733,"6432,6495",ATG,Antigua and Barbuda,"Wholesale and retail trade, and repair of goods"
1997,2722.27701613935,733,"6432,6495",TTO,Trinidad and Tobago,Mining and quarrying
1997,31.8501149490325,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Manufacturing
1997,5224.13502942773,733,"6432,6495",DOM,Dominican Republic,Manufacturing
1997,134.145472413939,733,"6432,6495",TTO,Trinidad and Tobago,"Agriculture, hunting, forestry and fishing"
1997,207.635593431192,733,"6432,6495",GUY,Guyana,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,537.814067012407,733,"6432,6495",BHS,Bahamas,Hotels and restaurants
1997,135.063373852516,733,"6432,6495",DOM,Dominican Republic,Post and telecommunications
1997,1287.10132707033,733,"6432,6495",GUY,Guyana,Gross domestic product (GDP)
1997,232.06179647632,733,"6432,6495",ATG,Antigua and Barbuda,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,678.428484701068,733,"6432,6495",BLZ,Belize,Gross domestic product (GDP)
1997,7461.88990260227,733,"6432,6495",CUB,Cuba,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,14.7285888665873,733,"6432,6495",GRD,Grenada,Manufacturing
1997,59.6057150745445,733,"6432,6495",BLZ,Belize,Manufacturing
1997,1750.89066897846,733,"6495,6432",SUR,Suriname,Gross domestic product (GDP)
1997,4033.16274557541,733,"6432,6495",HTI,Haiti,Gross domestic product (GDP)
1997,3286.13529790015,733,"6432,6495",DOM,Dominican Republic,"Financial intermediation, real estate, renting and business activities"
1997,1185.24996859047,733,"6432,6495",GUY,Guyana,Total value added
1997,204.385963442595,733,"6432,6495",SUR,Suriname,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,12.5998392339834,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Electricity, gas and water supply"
1997,38.9803587093535,733,"6432,6495",DMA,Dominica,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,79.0597644141351,733,"6432,6495",BLZ,Belize,"Financial intermediation, real estate, renting and business activities"
1997,699.845018774303,733,"6432,6495",DOM,Dominican Republic,"Electricity, gas and water supply"
1997,772.88706515025,733,"6495,6432",JAM,Jamaica,"Agriculture, hunting, forestry and fishing"
1997,6.43452052723086,733,"6432,6495",ATG,Antigua and Barbuda,"Agriculture, hunting and forestry"
1997,10.7368336637367,733,"6495,6432",GRD,Grenada,Post and telecommunications
1997,155.479522059121,733,"6432,6495",SUR,Suriname,"Financial intermediation, real estate, renting and business activities"
1997,9037.50027548275,733,"6432,6495",JAM,Jamaica,Total value added
1997,76.1570226384264,733,"6432,6495",SUR,Suriname,"Transport, storage and communications"
1997,69.6235218508997,733,"6432,6495",BRB,Barbados,"Electricity, gas and water supply"
1997,28.4476819922548,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Construction
1997,385.867321816329,733,"6432,6495",SUR,Suriname,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,36.8674205815462,733,"6432,6495",DMA,Dominica,"Transport, storage and communications"
1997,343.215477607476,733,"6432,6495",JAM,Jamaica,Mining and quarrying
1997,6.21627688635102,733,"6495,6432",ATG,Antigua and Barbuda,Fishing
1997,87.5065263157895,733,"6432,6495",BLZ,Belize,Taxes on products less subsidies on products
1997,51.0353742209686,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,58.3582369471929,733,"6432,6495",ATG,Antigua and Barbuda,Transport and supporting and auxiliary activities
1997,53.6643434982385,733,"6432,6495",GRD,Grenada,"Transport, storage and communications"
1997,431.923175691586,733,"6432,6495",CUB,Cuba,"Electricity, gas and water supply"
1997,74.8372545271293,733,"6432,6495",SUR,Suriname,Construction
1997,23.7309875141884,733,"6432,6495",BLZ,Belize,Hotels and restaurants
1997,12.7127860376951,733,"6432,6495",ATG,Antigua and Barbuda,"Agriculture, hunting, forestry and fishing"
1997,974.122857553931,733,"6432,6495",JAM,Jamaica,Manufacturing
1997,5.7789,733,"6432,6495",LCA,Saint Lucia,Statistical discrepancy of GDP by economic activity
1997,27.902656027485,733,"6432,6495",SUR,Suriname,"Electricity, gas and water supply"
1997,42.9766622633468,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Wholesale and retail trade, and repair of goods"
1997,12.0434198251254,733,"6432,6495",DMA,Dominica,"Electricity, gas and water supply"
1997,267.631042419053,733,"6432,6495",JAM,Jamaica,"Electricity, gas and water supply"
1997,429.890050015422,733,"6432,6495",GRD,Grenada,Gross domestic product (GDP)
1997,232.892578351362,733,"6432,6495",SUR,Suriname,Manufacturing
1997,5223.92952608776,733,"6432,6495",CUB,Cuba,Manufacturing
1997,92.7900646208338,733,"6432,6495",SUR,Suriname,Mining and quarrying
1997,215.689650782995,733,"6432,6495",SUR,Suriname,"Agriculture, hunting, forestry and fishing"
1997,1970.06470698735,733,"6495,6432",DOM,Dominican Republic,Transport and supporting and auxiliary activities
1997,745.896109924775,733,"6432,6495",JAM,Jamaica,Construction
1997,105.3488689185,733,"6432,6495",BLZ,Belize,"Wholesale and retail trade, and repair of goods"
1997,112.067056780816,733,"6432,6495",BHS,Bahamas,Fishing
1997,800.395148813907,733,"6495,6432",LCA,Saint Lucia,Gross domestic product (GDP)
1997,8.22505275817707,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Hotels and restaurants
1997,43.7946547043113,733,"6432,6495",DMA,Dominica,"Financial intermediation, real estate, renting and business activities"
1997,2221.83719951654,733,"6432,6495",JAM,Jamaica,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,284.8886,733,"6432,6495",SUR,Suriname,Statistical discrepancy of GDP by economic activity
1997,36.9042095554094,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Transport, storage and communications"
1997,98.0771994956089,733,"6432,6495",LCA,Saint Lucia,Taxes on products less subsidies on products
1997,314.444267877412,733,"6432,6495",CUB,Cuba,Taxes on products less subsidies on products
1997,94.010169042718,733,"6432,6495",GUY,Guyana,Construction
1997,71.594824480988,733,"6432,6495",DMA,Dominica,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,8.06048812975621,733,"6495,6432",LCA,Saint Lucia,Financial intermediation services indirectly measured (FISIM)
1997,782.066170473028,733,"6432,6495",JAM,Jamaica,"Transport, storage and communications"
1997,317.505928670681,733,"6432,6495",BRB,Barbados,"Wholesale and retail trade, and repair of goods"
1997,110.896757672739,733,"6432,6495",LCA,Saint Lucia,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,1693.69554284074,733,"6432,6495",JAM,Jamaica,"Financial intermediation, real estate, renting and business activities"
1997,422.071405814417,733,"6495,6432",CUB,Cuba,Mining and quarrying
1997,152.570186024888,733,"6432,6495",LCA,Saint Lucia,"Financial intermediation, real estate, renting and business activities"
1997,31.2935127473853,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Transport and supporting and auxiliary activities
1997,10.8790779926519,733,"6432,6495",DMA,Dominica,Financial intermediation services indirectly measured (FISIM)
1997,110.825119708751,733,"6432,6495",GUY,Guyana,Manufacturing
1997,60.2998171846435,733,"6432,6495",BLZ,Belize,"Transport, storage and communications"
1997,241.912,733,"6432,6495",TTO,Trinidad and Tobago,Statistical discrepancy of GDP by economic activity
1997,122.35034144955,733,"6432,6495",LCA,Saint Lucia,"Transport, storage and communications"
1997,286.8466,733,"6432,6495",CUB,Cuba,Statistical discrepancy of GDP by economic activity
1997,1651.91271107889,733,"6432,6495",JAM,Jamaica,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,3.24555735623301,733,"6495,6432",DMA,Dominica,Mining and quarrying
1997,415.763901081927,733,"6432,6495",JAM,Jamaica,Financial intermediation services indirectly measured (FISIM)
1997,8160.25909471219,733,"6432,6495",CUB,Cuba,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,50.5276974320623,733,"6432,6495",DMA,Dominica,"Agriculture, hunting, forestry and fishing"
1997,22757.2333719384,733,"6432,6495",DOM,Dominican Republic,Total value added
1997,7.57345223917822,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Post and telecommunications
1997,-1.7372,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Statistical discrepancy of GDP by economic activity
1997,29028.4736372871,733,"6495,6432",CUB,Cuba,Total value added
1997,10318.6320894021,733,"6432,6495",JAM,Jamaica,Gross domestic product (GDP)
1997,286.425,733,"6432,6495",BRB,Barbados,"Transport, storage and communications"
1997,90.4699486066106,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Financial intermediation, real estate, renting and business activities"
1997,130.545640206381,733,"6432,6495",LCA,Saint Lucia,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,73.818237221402,733,"6432,6495",LCA,Saint Lucia,Construction
1997,39.6476524081659,733,"6432,6495",DMA,Dominica,Taxes on products less subsidies on products
1997,409.639170013019,733,"6432,6495",BHS,Bahamas,Construction
1997,23.6716475585238,733,"6432,6495",LCA,Saint Lucia,"Electricity, gas and water supply"
1997,7.31992991343837,733,"6432,6495",KNA,Saint Kitts and Nevis,"Agriculture, hunting, forestry and fishing"
1997,0.936002487705571,733,"6432,6495",KNA,Saint Kitts and Nevis,Mining and quarrying
1997,1787.68885185378,733,"6432,6495",DOM,Dominican Republic,"Agriculture, hunting, forestry and fishing"
1997,68.7607988398042,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,33.8706050447716,733,"6432,6495",LCA,Saint Lucia,Manufacturing
1997,22.5955285385404,733,"6432,6495",KNA,Saint Kitts and Nevis,Manufacturing
1997,669.319870434058,733,"6432,6495",ATG,Antigua and Barbuda,Total value added
1997,105.934406272536,733,"6432,6495",DOM,Dominican Republic,Mining and quarrying
1997,364.152941002278,733,"6432,6495",GRD,Grenada,Total value added
1997,3029.18040478055,733,"6432,6495",BRB,Barbados,Total value added
1997,302.305612680178,733,"6432,6495",GUY,Guyana,"Agriculture, hunting, forestry and fishing"
1997,3.56551724137931,733,"6432,6495",BLZ,Belize,Mining and quarrying
1997,1466.00203426628,733,"6495,6432",SUR,Suriname,Total value added
1997,2464.10763921255,733,"6432,6495",DOM,Dominican Republic,"Wholesale and retail trade, and repair of goods"
1997,512.369409448819,733,"6432,6495",BRB,Barbados,Hotels and restaurants
1997,2582.15895254677,733,"6432,6495",DOM,Dominican Republic,Hotels and restaurants
1997,2.04687511217418,733,"6432,6495",LCA,Saint Lucia,Mining and quarrying
1997,106.151337797138,733,"6432,6495",GUY,Guyana,"Transport, storage and communications"
1997,1677.17623227014,733,"6432,6495",CUB,Cuba,Construction
1997,54.8292308803565,733,"6432,6495",LCA,Saint Lucia,"Agriculture, hunting, forestry and fishing"
1997,3.64396320277767,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Financial intermediation services indirectly measured (FISIM)
1997,434.0431,733,"6432,6495",BRB,Barbados,Statistical discrepancy of GDP by economic activity
1997,611.491579169403,733,"6432,6495",DOM,Dominican Republic,Financial intermediation services indirectly measured (FISIM)
1997,5.55643662741406,733,"6432,6495",KNA,Saint Kitts and Nevis,"Electricity, gas and water supply"
1997,356.227424998332,733,"6432,6495",KNA,Saint Kitts and Nevis,Total value added
1997,120.591767100048,733,"6495,6432",GUY,Guyana,"Wholesale and retail trade, and repair of goods"
1997,84.0253699960414,733,"6432,6495",BHS,Bahamas,Mining and quarrying
1997,120.591767100048,733,"6432,6495",GUY,Guyana,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,313.978542962469,733,"6432,6495",DMA,Dominica,Gross domestic product (GDP)
1997,766.995728561963,733,"6432,6495",ATG,Antigua and Barbuda,Gross domestic product (GDP)
1997,52.8033947279971,733,"6495,6432",VCT,Saint Vincent and the Grenadines,Taxes on products less subsidies on products
1997,417.97541332089,733,"6432,6495",KNA,Saint Kitts and Nevis,Gross domestic product (GDP)
1997,56.9277637324412,733,"6432,6495",KNA,Saint Kitts and Nevis,Construction
1997,23376.9202667053,733,"6432,6495",DOM,Dominican Republic,Gross domestic product (GDP)
1997,30.1247408202084,733,"6495,6432",GRD,Grenada,"Agriculture, hunting and forestry"
1997,262.816757550571,733,"6432,6495",BHS,Bahamas,Post and telecommunications
1997,10.3928278740401,733,"6432,6495",DMA,Dominica,Construction
1997,1.85089836221543,733,"6432,6495",GRD,Grenada,Mining and quarrying
1997,50.270518781581,733,"6432,6495",KNA,Saint Kitts and Nevis,Taxes on products less subsidies on products
1997,3463.22350543478,733,"6432,6495",BRB,Barbados,Gross domestic product (GDP)
1997,145.175471105528,733,"6432,6495",BLZ,Belize,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,5633.56681217831,733,"6432,6495",BHS,Bahamas,Total value added
1997,193.512469759202,733,"6432,6495",GUY,Guyana,Mining and quarrying
1997,1732.23803509955,733,"6432,6495",DOM,Dominican Republic,Construction
1997,8.87669836956522,733,"6495,6432",BLZ,Belize,Fishing
1997,61.6484717767685,733,"6432,6495",KNA,Saint Kitts and Nevis,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,6.61740465881973,733,"6432,6495",KNA,Saint Kitts and Nevis,Financial intermediation services indirectly measured (FISIM)
1997,396.336143461806,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Gross domestic product (GDP)
1997,632.065505834083,733,"6432,6495",BHS,Bahamas,"Wholesale and retail trade, and repair of goods"
1997,14.5285203191331,733,"6432,6495",GRD,Grenada,"Electricity, gas and water supply"
1997,63.62357773554,733,"6432,6495",GRD,Grenada,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1997,544.12425455888,733,"6495,6432",BHS,Bahamas,"Transport, storage and communications"
1997,28.5908466513068,733,"6432,6495",KNA,Saint Kitts and Nevis,"Transport, storage and communications"
1997,-0.3746,733,"6432,6495",ATG,Antigua and Barbuda,Statistical discrepancy of GDP by economic activity
1997,-5.5522,733,"6432,6495",BLZ,Belize,Statistical discrepancy of GDP by economic activity
1997,19.5039520761442,733,"6432,6495",ATG,Antigua and Barbuda,"Electricity, gas and water supply"
1997,2029.36780496013,733,"6432,6495",CUB,Cuba,"Transport, storage and communications"
1997,197.351395969643,733,"6432,6495",BHS,Bahamas,Financial intermediation services indirectly measured (FISIM)
1997,71.5835168465123,733,"6432,6495",KNA,Saint Kitts and Nevis,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,62.3567732857113,733,"6432,6495",GRD,Grenada,Taxes on products less subsidies on products
1997,22.0667546331645,733,"6432,6495",GRD,Grenada,Hotels and restaurants
1997,48.3807315649201,733,"6432,6495",GRD,Grenada,Transport and supporting and auxiliary activities
1997,4094.55489923852,733,"6432,6495",DOM,Dominican Republic,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1997,15.0755,733,"6432,6495",BHS,Bahamas,Statistical discrepancy of GDP by economic activity
1997,596.474205820537,733,"6432,6495",BLZ,Belize,Total value added
1997,80.7148984153731,733,"6432,6495",GRD,Grenada,"Financial intermediation, real estate, renting and business activities"
1997,46.293261386044,733,"6432,6495",ATG,Antigua and Barbuda,Post and telecommunications
1997,107.686333083024,733,"6432,6495",KNA,Saint Kitts and Nevis,"Financial intermediation, real estate, renting and business activities"
1998,10.8228,733,"6432,6495",BHS,Bahamas,Statistical discrepancy of GDP by economic activity
1998,-1.8937,733,"6432,6495",ATG,Antigua and Barbuda,Statistical discrepancy of GDP by economic activity
1998,2594.29222166487,733,"6432,6495",DOM,Dominican Republic,"Wholesale and retail trade, and repair of goods"
1998,239.314439470553,733,"6432,6495",BHS,Bahamas,Financial intermediation services indirectly measured (FISIM)
1998,19.7216753210233,733,"6432,6495",ATG,Antigua and Barbuda,"Electricity, gas and water supply"
1998,562.462526785956,733,"6432,6495",BHS,Bahamas,"Transport, storage and communications"
1998,416.858856470972,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Gross domestic product (GDP)
1998,-6.6448,733,"6432,6495",BLZ,Belize,Statistical discrepancy of GDP by economic activity
1998,2021.90074218027,733,"6432,6495",DOM,Dominican Republic,Construction
1998,11.0529211956522,733,"6432,6495",BLZ,Belize,Fishing
1998,150.195948492462,733,"6432,6495",BLZ,Belize,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1998,9.96288207040647,733,"6432,6495",DMA,Dominica,Construction
1998,53.93059459596,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Taxes on products less subsidies on products
1998,323.914920466559,733,"6432,6495",DMA,Dominica,Gross domestic product (GDP)
1998,3.87800485167665,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Financial intermediation services indirectly measured (FISIM)
1998,86.421829953768,733,"6432,6495",DOM,Dominican Republic,Mining and quarrying
1998,472.0448,733,"6432,6495",BRB,Barbados,Statistical discrepancy of GDP by economic activity
1998,70.4601314211375,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1998,504.042107837905,733,"6432,6495",BHS,Bahamas,Construction
1998,41.7175527023009,733,"6432,6495",DMA,Dominica,Taxes on products less subsidies on products
1998,93.6132065492429,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Financial intermediation, real estate, renting and business activities"
1998,8.44855639581971,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Post and telecommunications
1998,8174.985825191,733,"6432,6495",CUB,Cuba,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1998,29092.156255836,733,"6495,6432",CUB,Cuba,Total value added
1998,12.8816527690771,733,"6432,6495",DMA,Dominica,Financial intermediation services indirectly measured (FISIM)
1998,63.473491773309,733,"6432,6495",BLZ,Belize,"Transport, storage and communications"
1998,32.4400952610293,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Transport and supporting and auxiliary activities
1998,29676.9555202839,733,"6432,6495",CUB,Cuba,Gross domestic product (GDP)
1998,39.3626934928478,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Transport, storage and communications"
1998,269.6072,733,"6432,6495",CUB,Cuba,Statistical discrepancy of GDP by economic activity
1998,46.7044874210328,733,"6432,6495",DMA,Dominica,"Financial intermediation, real estate, renting and business activities"
1998,75.4686927394784,733,"6432,6495",DMA,Dominica,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities"
1998,7.87860899639474,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Hotels and restaurants
1998,2155.88257690163,733,"6432,6495",DOM,Dominican Republic,Transport and supporting and auxiliary activities
1998,47.2748359482039,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Wholesale and retail trade, and repair of goods"
1998,27.7253121452895,733,"6432,6495",BLZ,Belize,Hotels and restaurants
1998,13.2407202438235,733,"6495,6432",ATG,Antigua and Barbuda,"Agriculture, hunting, forestry and fishing"
1998,447.881399218244,733,"6432,6495",CUB,Cuba,"Electricity, gas and water supply"
1998,59.0125476874012,733,"6495,6432",ATG,Antigua and Barbuda,Transport and supporting and auxiliary activities
1998,55.1250461954094,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1998,39.5396860973369,733,"6495,6432",DMA,Dominica,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1998,39.5685311762166,733,"6432,6495",DMA,Dominica,"Transport, storage and communications"
1998,32.3791546032878,733,"6432,6495",VCT,Saint Vincent and the Grenadines,Construction
1998,8925.1394987457,733,"6432,6495",JAM,Jamaica,Total value added
1998,721.934315459063,733,"6432,6495",DOM,Dominican Republic,"Electricity, gas and water supply"
1998,13.5503026724276,733,"6432,6495",VCT,Saint Vincent and the Grenadines,"Electricity, gas and water supply"
1998,3323.96469718965,733,"6432,6495",DOM,Dominican Republic,"Financial intermediation, real estate, renting and business activities"
1998,7894.02762637882,733,"6432,6495",CUB,Cuba,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
1998,173.347655975763,733,"6432,6495",DOM,Dominican Republic,Post and telecommunications
1998,233.076044936863,733,"6432,6495",ATG,Antigua and Barbuda,"Wholesale and retail trade, repair of goods, and hotels and restaurants"
