Country Name,CEPALStat ID,ISO,Indicator ID,Indicator Name
Cuba,249,CU,177,Proportion of births attended by skilled health personnel
Cuba,249,CU,178,Proportion of seats held by women in national parliament
Cuba,249,CU,179,Share of women in wage employment in the non-agricultural sector
Cuba,249,CU,185,"Ratio of girls to boys in primary, secondary and tertiary education"
Cuba,249,CU,187,Infant mortality rate (IGME)
Cuba,249,CU,188,Under-five mortality rate (IGME)
Cuba,249,CU,191,Tipo de Cambio Nominal Mensual (Translation in progress ...)
Cuba,249,CU,269,"Population in localities with 20,000 or more, and 100,000 or more inhabitants"
Cuba,249,CU,295,Population in the main metropolitan area
Cuba,249,CU,297,Population growth rate in the main metropolitan area
Cuba,249,CU,307,"Contraceptive prevalence rate among married women aged 15-49, any method"
Cuba,249,CU,340,Real minimum wage
Cuba,249,CU,341,Annual real average wages
Cuba,249,CU,357,Death rate associated with tuberculosis
Cuba,249,CU,358,Growth rate of population by age groups
Cuba,249,CU,360,Producto interno bruto en moneda del país (Translation in progress ...)
Cuba,249,CU,364,Total fixed telephone lines subscribers
Cuba,249,CU,365,Consumer price index
Cuba,249,CU,391,"Average number of pupils per teacher, by level of education"
Cuba,249,CU,460,Public expenditure on education
Cuba,249,CU,467,Physicians
Cuba,249,CU,468,Hospital beds
Cuba,249,CU,531,Internet users
Cuba,249,CU,534,Daily dietary energy consumption in kilocalories per person
Cuba,249,CU,578,Monthly exports and imports
Cuba,249,CU,740,Current account balance as a percentage of GDP
Cuba,249,CU,746,Total external debt as percentage of GDP
Cuba,249,CU,753,Inversión interna y formación bruta de capital fijo (Translation in progress ...)
Cuba,249,CU,756,Agricultural Sector Wages
Cuba,249,CU,760,Land Use by Country
Cuba,249,CU,821,Tax revenue by type of taxes as a percentage of GDP
Cuba,249,CU,845,"Tax revenue by type of taxes, local currency at current prices"
Cuba,249,CU,856,Nominal lending rate
Cuba,249,CU,861,Total external debt
Cuba,249,CU,862,"Money (M1), end of period"
Cuba,249,CU,868,"Liquidity (M2), end of period"
Cuba,249,CU,870,"Currency, end of period"
Cuba,249,CU,871,"Demand deposits, end of period"
Cuba,249,CU,873,"Time deposits, end period"
Cuba,249,CU,882,External trade Deflator
Cuba,249,CU,883,Índices of the terms of trade and purchasing power of exports
Cuba,249,CU,884,External trade volume indexes
Cuba,249,CU,1010,Prison population rate
Cuba,249,CU,1044,"Port moves, National total (TEU)"
Cuba,249,CU,1246,"Government operations (economic classification), as a percentage of GDP"
Cuba,249,CU,1259,"Government operations (economic classification), local currency at current prices"
Cuba,249,CU,1343,"Degree of Opennes of the Economy, at current prices"
Cuba,249,CU,1344,"Externa Debt, at currente prices"
Cuba,249,CU,1347,Executive power: percentage of women in ministerial cabinet positions
Cuba,249,CU,1379,HIV prevalence among population aged 15-49 years
Cuba,249,CU,1381,Fleets of National Flag (thousands of GT)
Cuba,249,CU,1382,Fleets of National Flag (thousands of DWT)
Cuba,249,CU,1481,Evolution of national flag fleet by vessel type (thousands of DWT)
Cuba,249,CU,1499,Total Cellular subscribers
Cuba,249,CU,1612,"Annual consumer prices index, annual average"
Cuba,249,CU,1613,"Variations in the consumer prices index, annual average"
Cuba,249,CU,1615,Implicit GDP deflactor at market prices
Cuba,249,CU,1617,Local power: percentage of elected mayors who are female
Cuba,249,CU,1629,Net capital inflow and resource transfers
Cuba,249,CU,1690,Proportion of population with advanced HIV infection with access to antirretroviral drugs
Cuba,249,CU,1693,Incidence rate associated with Tuberculosis
Cuba,249,CU,1702,Adolescent birth rate
Cuba,249,CU,1703,Antenatal care coverage (at least one visit and at least four visits)
Cuba,249,CU,1704,Judicial power: percentage of women judges in the highest court or supreme court
Cuba,249,CU,1708,Local power: percentage of elected city council members who are female
Cuba,249,CU,1739,Irrigated area
Cuba,249,CU,1740,Area harvested
Cuba,249,CU,1754,Consumption of electric power
Cuba,249,CU,1755,Installed capacity for producing electricity
Cuba,249,CU,1757,Length of the road network
Cuba,249,CU,1758,Length of the railway network
Cuba,249,CU,1759,Air traffic
Cuba,249,CU,1763,ISO 14001-certified enterprises
Cuba,249,CU,1819,Value of exports of goods and services
Cuba,249,CU,1820,Value of imports of goods and service
Cuba,249,CU,1821,Balance on services
Cuba,249,CU,1822,Ratio of net income to exports of goods and services
Cuba,249,CU,1823,Net resource transfers
Cuba,249,CU,1837,Occurrence and impacts of natural disasters
Cuba,249,CU,1847,Gasto público social como porcentaje del producto interno bruto (PIB) ( América Latina y Unión Europea) (Translation in progress ...)
Cuba,249,CU,1869,Agricultural area
Cuba,249,CU,2012,Proportion of terrestrial and marine protected areas
Cuba,249,CU,2013,Proportion of terrestrial protected areas
Cuba,249,CU,2014,Proportion of marine protected areas
Cuba,249,CU,2016,Surface area of Ramsar designated wetlands
Cuba,249,CU,2017,Proportion of total water resources used
Cuba,249,CU,2018,Total marine territorial area
Cuba,249,CU,2019,Fish capture production
Cuba,249,CU,2020,Aquaculture production
Cuba,249,CU,2021,Proportion of land area covered by forest
Cuba,249,CU,2022,Fertilizer use intensity
Cuba,249,CU,2023,Energy intensity of gross domestic product
Cuba,249,CU,2024,Proportion of renewable energy supply
Cuba,249,CU,2025,Proportion of non-renewable energy supply
Cuba,249,CU,2027,"Carbon dioxide (CO2) emissions (Total, per capita and per gross domestic product)"
Cuba,249,CU,2028,Motor-vehicle fleet per capita
Cuba,249,CU,2029,ISO 14001-certified enterprises per billion dollars of GDP
Cuba,249,CU,2030,ISO 14001-certified enterprises by economic activities
Cuba,249,CU,2031,Multilateral environmental agreements
Cuba,249,CU,2035,Country area
Cuba,249,CU,2036,Forest area
Cuba,249,CU,2037,Consumption of all ozone-depleting substances (ODS)
Cuba,249,CU,2038,Fertilizer consumption
Cuba,249,CU,2040,Energy production
Cuba,249,CU,2041,Energy consumption
Cuba,249,CU,2042,Energy supply
Cuba,249,CU,2047,Motor vehicle-fleet
Cuba,249,CU,2054,Area of inland waters
Cuba,249,CU,2179,Nominal exchange rate
Cuba,249,CU,2183,Unmet need for family planning
Cuba,249,CU,2191,Gasto público social como porcentaje del gasto público social total según sector (Translation in progress ...)
Cuba,249,CU,2192,Gasto público social como porcentaje del gasto público total según sector (Translation in progress ...)
Cuba,249,CU,2203,Total Annual Gross Domestic Product (GDP) at current prices in dolllars
Cuba,249,CU,2204,Total Annual Gross Domestic Product (GDP) at constant prices in dollars
Cuba,249,CU,2205,Total Annual Gross Domestic Product (GDP) per capita at current prices in dollars
Cuba,249,CU,2206,Total Annual Gross Domestic Product (GDP) per capita at constant prices in dollars
Cuba,249,CU,2207,Rate of growth of Total Annual Gross Domestic Product (GDP) at constant prices
Cuba,249,CU,2208,Annual Gross Domestic Product (GDP) by expenditure at current prices in dollars
Cuba,249,CU,2209,Annual Gross Domestic Product (GDP) by expenditure at constant prices in dollars
Cuba,249,CU,2210,Rate of growth of Annual Gross Domestic Product (GDP) at constant prices
Cuba,249,CU,2211,Share in Annual Gross Domestic Product (GDP) by expenditure at current prices
Cuba,249,CU,2212,Share in Annual Gross Domestic Product (GDP) by expenditure at constant prices
Cuba,249,CU,2213,Annual Gross Domestic Product (GDP) per capita by expenditure at current prices in dollars
Cuba,249,CU,2214,Annual Gross Domestic Product (GDP) per capita by expenditure at constant prices in dollars
Cuba,249,CU,2215,Annual Gross Domestic Product (GDP) by activity at current prices
Cuba,249,CU,2216,Annual Gross Domestic Product (GDP) by activity at constant prices
Cuba,249,CU,2217,Rate of growth of Annual Gross Domestic Product (GDP) by activity at constant prices
Cuba,249,CU,2218,Share in Annual Gross Domestic Product (GDP) by activity at current prices
Cuba,249,CU,2219,Share in Annual Gross Domestic Product (GDP) by activity  at current prices
Cuba,249,CU,2220,Annual Gross Domestic Product (GDP) per capita by activity at current prices in dollars
Cuba,249,CU,2221,Annual Gross Domestic Product (GDP) per capita by activity at constant prices in dollars
Cuba,249,CU,2222,Rate of growth of Total Annual Gross Domestic Product (GDP) per capita at constant prices
Cuba,249,CU,2224,National income at constant prices
Cuba,249,CU,2242,Países que han firmado y ratificado el Protocolo Facultativo de la Convención sobre la eliminación de todas las formas de discriminación
Cuba,249,CU,2243,Nivel jerárquico de los Mecanismos para el Adelanto de la Mujer (MAM)
Cuba,249,CU,2260,Terrestrial and marine protected areas
Cuba,249,CU,2261,Terrestrial protected areas
Cuba,249,CU,2262,Protected marine areas
Cuba,249,CU,2265,Indice de percepciones de corrupción nuevo (Translation in progress ...)
Dominica,228,DM,36,"Growth rate of the population, national and by urban and rural areas"
Dominica,228,DM,43,Average number of inhabitants per physician
Dominica,228,DM,54,Hospital beds per inhabitant
Dominica,228,DM,55,Total expenditure on health as a percentage of gross domestic product
Dominica,228,DM,97,"Proportion of population using an improved drinking water source, total, urban and rural areas"
Dominica,228,DM,98,"Proportion of population using an improved sanitation facility, total, urban and rural areas"
Dominica,228,DM,154,"Occupied dwelling units, by type of facilities available, by urban and rural areas (CELADE)"
Dominica,228,DM,164,Proportion of population below minimum level of dietary energy consumption
Dominica,228,DM,167,Proportion of 1-year-old children immunized against measles
Dominica,228,DM,174,Prevalence rate associated with tuberculosis
Dominica,228,DM,176,Proportion of tuberculosis cases detected and cured under directly-observed treatment short courses (DOTS)
Dominica,228,DM,177,Proportion of births attended by skilled health personnel
Dominica,228,DM,178,Proportion of seats held by women in national parliament
Dominica,228,DM,179,Share of women in wage employment in the non-agricultural sector
Dominica,228,DM,185,"Ratio of girls to boys in primary, secondary and tertiary education"
Dominica,228,DM,187,Infant mortality rate (IGME)
Dominica,228,DM,188,Under-five mortality rate (IGME)
Dominica,228,DM,224,Urban population living in slums
Dominica,228,DM,295,Population in the main metropolitan area
Dominica,228,DM,297,Population growth rate in the main metropolitan area
Dominica,228,DM,357,Death rate associated with tuberculosis
Dominica,228,DM,364,Total fixed telephone lines subscribers
Dominica,228,DM,365,Consumer price index
Dominica,228,DM,391,"Average number of pupils per teacher, by level of education"
Dominica,228,DM,460,Public expenditure on education
Dominica,228,DM,465,"Occupied dwelling units, by type of tenancy, by urban and rural areas (CELADE)"
Dominica,228,DM,467,Physicians
Dominica,228,DM,468,Hospital beds
Dominica,228,DM,531,Internet users
Dominica,228,DM,534,Daily dietary energy consumption in kilocalories per person
Dominica,228,DM,578,Monthly exports and imports
Dominica,228,DM,740,Current account balance as a percentage of GDP
Dominica,228,DM,746,Total external debt as percentage of GDP
Dominica,228,DM,856,Nominal lending rate
Dominica,228,DM,857,Nominal deposit rate
Dominica,228,DM,861,Total external debt
Dominica,228,DM,862,"Money (M1), end of period"
Dominica,228,DM,868,"Liquidity (M2), end of period"
Dominica,228,DM,869,"Broad liquidity (M3), end of period"
Dominica,228,DM,870,"Currency, end of period"
Dominica,228,DM,871,"Demand deposits, end of period"
Dominica,228,DM,872,"Savings deposits, end of period"
Dominica,228,DM,873,"Time deposits, end period"
Dominica,228,DM,874,"Foreign currency deposits, end of period"
Dominica,228,DM,1010,Prison population rate
Dominica,228,DM,1044,"Port moves, National total (TEU)"
Dominica,228,DM,1206,Monetary policy rate
Dominica,228,DM,1343,"Degree of Opennes of the Economy, at current prices"
Dominica,228,DM,1344,"Externa Debt, at currente prices"
Dominica,228,DM,1347,Executive power: percentage of women in ministerial cabinet positions
Dominica,228,DM,1381,Fleets of National Flag (thousands of GT)
Dominica,228,DM,1382,Fleets of National Flag (thousands of DWT)
Dominica,228,DM,1481,Evolution of national flag fleet by vessel type (thousands of DWT)
Dominica,228,DM,1499,Total Cellular subscribers
Dominica,228,DM,1615,Implicit GDP deflactor at market prices
Dominica,228,DM,1617,Local power: percentage of elected mayors who are female
Dominica,228,DM,1629,Net capital inflow and resource transfers
Dominica,228,DM,1693,Incidence rate associated with Tuberculosis
Dominica,228,DM,1702,Adolescent birth rate
Dominica,228,DM,1703,Antenatal care coverage (at least one visit and at least four visits)
Dominica,228,DM,1704,Judicial power: percentage of women judges in the highest court or supreme court
Dominica,228,DM,1708,Local power: percentage of elected city council members who are female
Dominica,228,DM,1740,Area harvested
Dominica,228,DM,1757,Length of the road network
Dominica,228,DM,1763,ISO 14001-certified enterprises
Dominica,228,DM,1819,Value of exports of goods and services
Dominica,228,DM,1820,Value of imports of goods and service
Dominica,228,DM,1821,Balance on services
Dominica,228,DM,1822,Ratio of net income to exports of goods and services
Dominica,228,DM,1823,Net resource transfers
Dominica,228,DM,1837,Occurrence and impacts of natural disasters
Dominica,228,DM,1869,Agricultural area
Dominica,228,DM,2012,Proportion of terrestrial and marine protected areas
Dominica,228,DM,2013,Proportion of terrestrial protected areas
Dominica,228,DM,2014,Proportion of marine protected areas
Dominica,228,DM,2018,Total marine territorial area
Dominica,228,DM,2019,Fish capture production
Dominica,228,DM,2020,Aquaculture production
Dominica,228,DM,2021,Proportion of land area covered by forest
Dominica,228,DM,2022,Fertilizer use intensity
Dominica,228,DM,2027,"Carbon dioxide (CO2) emissions (Total, per capita and per gross domestic product)"
Dominica,228,DM,2029,ISO 14001-certified enterprises per billion dollars of GDP
Dominica,228,DM,2030,ISO 14001-certified enterprises by economic activities
Dominica,228,DM,2031,Multilateral environmental agreements
Dominica,228,DM,2035,Country area
Dominica,228,DM,2036,Forest area
Dominica,228,DM,2037,Consumption of all ozone-depleting substances (ODS)
Dominica,228,DM,2038,Fertilizer consumption
Dominica,228,DM,2061,ODA received in small island developing States (SIDS) as a proportion of their gross national incomes
Dominica,228,DM,2064,Debt service as a percentage of exports of goods and services
Dominica,228,DM,2165,Inbound tourism consumption as a percentage of GDP
Dominica,228,DM,2166,Outbound tourism consumption as a percentage of GDP
Dominica,228,DM,2167,Tourism balance as a percentage of GDP
Dominica,228,DM,2168,International tourism as a percentage of GDP
Dominica,228,DM,2169,Tourism coverage
Dominica,228,DM,2170,Inbound tourism consumption as a percentage of the exports of goods
Dominica,228,DM,2171,Inbound tourism consumption as a percentage of exports of services
Dominica,228,DM,2172,Inbound tourism consumption as a percentage of exports of goods and services
Dominica,228,DM,2173,Inbound tourism consumption as a percentage of total current account credits
Dominica,228,DM,2174,Outbound tourism consumption as a percentage of the imports of goods
Dominica,228,DM,2175,Outbound tourism consumption as a percentage of the imports of services
Dominica,228,DM,2176,Outbound tourism consumption as a percentage of the imports of goods and services
Dominica,228,DM,2177,Outbound tourism consumption as a percentage of total current account debits
Dominica,228,DM,2178,Inbound tourism consumption as a percentage of remittances
Dominica,228,DM,2179,Nominal exchange rate
Dominica,228,DM,2203,Total Annual Gross Domestic Product (GDP) at current prices in dolllars
Dominica,228,DM,2204,Total Annual Gross Domestic Product (GDP) at constant prices in dollars
Dominica,228,DM,2205,Total Annual Gross Domestic Product (GDP) per capita at current prices in dollars
Dominica,228,DM,2206,Total Annual Gross Domestic Product (GDP) per capita at constant prices in dollars
Dominica,228,DM,2207,Rate of growth of Total Annual Gross Domestic Product (GDP) at constant prices
Dominica,228,DM,2208,Annual Gross Domestic Product (GDP) by expenditure at current prices in dollars
Dominica,228,DM,2211,Share in Annual Gross Domestic Product (GDP) by expenditure at current prices
Dominica,228,DM,2213,Annual Gross Domestic Product (GDP) per capita by expenditure at current prices in dollars
Dominica,228,DM,2215,Annual Gross Domestic Product (GDP) by activity at current prices
Dominica,228,DM,2216,Annual Gross Domestic Product (GDP) by activity at constant prices
Dominica,228,DM,2217,Rate of growth of Annual Gross Domestic Product (GDP) by activity at constant prices
Dominica,228,DM,2218,Share in Annual Gross Domestic Product (GDP) by activity at current prices
Dominica,228,DM,2219,Share in Annual Gross Domestic Product (GDP) by activity  at current prices
Dominica,228,DM,2220,Annual Gross Domestic Product (GDP) per capita by activity at current prices in dollars
Dominica,228,DM,2221,Annual Gross Domestic Product (GDP) per capita by activity at constant prices in dollars
Dominica,228,DM,2222,Rate of growth of Total Annual Gross Domestic Product (GDP) per capita at constant prices
Dominica,228,DM,2242,Países que han firmado y ratificado el Protocolo Facultativo de la Convención sobre la eliminación de todas las formas de discriminación
Dominica,228,DM,2243,Nivel jerárquico de los Mecanismos para el Adelanto de la Mujer (MAM)
Dominica,228,DM,2260,Terrestrial and marine protected areas
Dominica,228,DM,2261,Terrestrial protected areas
Dominica,228,DM,2262,Protected marine areas
Dominica,228,DM,2265,Indice de percepciones de corrupción nuevo (Translation in progress ...)
Dominican Republic,264,DO,5,Crude mortality rate
Dominican Republic,264,DO,36,"Growth rate of the population, national and by urban and rural areas"
Dominican Republic,264,DO,37,Total fertility rate
Dominican Republic,264,DO,39,Crude birth rate
Dominican Republic,264,DO,41,Maternal mortality ratio
Dominican Republic,264,DO,43,Average number of inhabitants per physician
Dominican Republic,264,DO,49,Migration rate
Dominican Republic,264,DO,54,Hospital beds per inhabitant
Dominican Republic,264,DO,55,Total expenditure on health as a percentage of gross domestic product
Dominican Republic,264,DO,97,"Proportion of population using an improved drinking water source, total, urban and rural areas"
Dominican Republic,264,DO,98,"Proportion of population using an improved sanitation facility, total, urban and rural areas"
Dominican Republic,264,DO,118,"Structure of the population in private households, by size of household"
Dominican Republic,264,DO,122,"Structure of total employed population, by sector of economic activity (ECLAC)"
Dominican Republic,264,DO,125,"Structure of employed male population, by sector of economic activity (ECLAC)"
Dominican Republic,264,DO,126,"Structure of employed female population, by sector of economic activity (ECLAC)"
Dominican Republic,264,DO,127,Unemployment rate (ECLAC)
Dominican Republic,264,DO,133,Per capita social public expenditure by sector
Dominican Republic,264,DO,134,Social public expenditure as percentage of the Gross Domestic Product (GDP) by sector
Dominican Republic,264,DO,136,"Structure of total urban employed population, by category of employment (ECLAC)"
Dominican Republic,264,DO,137,"Structure of urban employed male population, by category of employment (ECLAC)"
Dominican Republic,264,DO,138,"Structure of urban employed female population, by category of employment (ECLAC)"
Dominican Republic,264,DO,139,"Population in private households, by size of household"
Dominican Republic,264,DO,140,"Types of urban households, by sex of head of household"
Dominican Republic,264,DO,143,"School attendance of both sexes by quintiles of per capita income of head of household, by age group and geographical area"
Dominican Republic,264,DO,144,"Male school attendance by quintiles of per capita income of head of household, by age group and geographical area"
Dominican Republic,264,DO,145,"Female school attendance by quintiles of per capita income of head of household, by age group and geographical area"
Dominican Republic,264,DO,149,"Gender urban wage ratio, by years of education completed"
Dominican Republic,264,DO,152,"Average size of households, by income quintiles (ECLAC)"
Dominican Republic,264,DO,153,"Types of households, by household per cpaita income level"
Dominican Republic,264,DO,154,"Occupied dwelling units, by type of facilities available, by urban and rural areas (CELADE)"
Dominican Republic,264,DO,160,"Population living on less than 1 and 2 dollars per day, PPP values (World Bank)"
Dominican Republic,264,DO,161,Poverty gap ratio (World Bank)
Dominican Republic,264,DO,162,"Distribution of national income or consumption, by quintiles and deciles (World Bank)"
Dominican Republic,264,DO,164,Proportion of population below minimum level of dietary energy consumption
Dominican Republic,264,DO,166,"Households by type of tenancy of the dwelling, by urban and rural area (ECLAC)"
Dominican Republic,264,DO,167,Proportion of 1-year-old children immunized against measles
Dominican Republic,264,DO,174,Prevalence rate associated with tuberculosis
Dominican Republic,264,DO,176,Proportion of tuberculosis cases detected and cured under directly-observed treatment short courses (DOTS)
Dominican Republic,264,DO,177,Proportion of births attended by skilled health personnel
Dominican Republic,264,DO,178,Proportion of seats held by women in national parliament
Dominican Republic,264,DO,179,Share of women in wage employment in the non-agricultural sector
Dominican Republic,264,DO,182,"Population living below the extreme poverty and poverty lines, by geographical area"
Dominican Republic,264,DO,185,"Ratio of girls to boys in primary, secondary and tertiary education"
Dominican Republic,264,DO,187,Infant mortality rate (IGME)
Dominican Republic,264,DO,188,Under-five mortality rate (IGME)
Dominican Republic,264,DO,191,Tipo de Cambio Nominal Mensual (Translation in progress ...)
Dominican Republic,264,DO,211,Prices Paid out to Producers (in local currency/100 lbs. units)
Dominican Republic,264,DO,213,Prices Paid out to Producers (in local currency/tons)
Dominican Republic,264,DO,214,Producer Prices (in dollars/tons)
Dominican Republic,264,DO,224,Urban population living in slums
Dominican Republic,264,DO,246,Extreme poverty and poverty gap coefficient by geographic area
Dominican Republic,264,DO,248,"Distribution of national income by quintiles, by geographical areas (ECLAC)"
Dominican Republic,264,DO,249,Ratio of average per capita income of the household: decile 10/deciles (1-4) (ECLAC)
Dominican Republic,264,DO,250,Gini coefficient (ECLAC)
Dominican Republic,264,DO,260,"Households with availability of basic facilities in the dwelling, by urban and rural areas (ECLAC)"
Dominican Republic,264,DO,262,Official Minimum Wage for Farmhands.
Dominican Republic,264,DO,269,"Population in localities with 20,000 or more, and 100,000 or more inhabitants"
Dominican Republic,264,DO,284,"Distribution of national income by deciles, by geographical areas (ECLAC)"
Dominican Republic,264,DO,295,Population in the main metropolitan area
Dominican Republic,264,DO,297,Population growth rate in the main metropolitan area
Dominican Republic,264,DO,307,"Contraceptive prevalence rate among married women aged 15-49, any method"
Dominican Republic,264,DO,340,Real minimum wage
Dominican Republic,264,DO,357,Death rate associated with tuberculosis
Dominican Republic,264,DO,358,Growth rate of population by age groups
Dominican Republic,264,DO,360,Producto interno bruto en moneda del país (Translation in progress ...)
Dominican Republic,264,DO,364,Total fixed telephone lines subscribers
Dominican Republic,264,DO,365,Consumer price index
Dominican Republic,264,DO,391,"Average number of pupils per teacher, by level of education"
Dominican Republic,264,DO,417,"Structure of total occupied population, by main sector of economic activity and by geographical area (ECLAC)"
Dominican Republic,264,DO,418,"Structure of male occupied population, by main sector of economic activity and by geographical area (ECLAC)"
Dominican Republic,264,DO,419,"Structure of female occupied population, by main sector of economic activity and by geographical area (ECLAC)"
Dominican Republic,264,DO,460,Public expenditure on education
Dominican Republic,264,DO,465,"Occupied dwelling units, by type of tenancy, by urban and rural areas (CELADE)"
Dominican Republic,264,DO,467,Physicians
Dominican Republic,264,DO,468,Hospital beds
Dominican Republic,264,DO,531,Internet users
Dominican Republic,264,DO,534,Daily dietary energy consumption in kilocalories per person
Dominican Republic,264,DO,578,Monthly exports and imports
Dominican Republic,264,DO,642,Agricultural Sector Production Value
Dominican Republic,264,DO,738,Crédito agropecuario por producto (Translation in progress ...)
Dominican Republic,264,DO,740,Current account balance as a percentage of GDP
Dominican Republic,264,DO,746,Total external debt as percentage of GDP
Dominican Republic,264,DO,752,Gasto total y en el sector agropecuario (Translation in progress ...)
Dominican Republic,264,DO,753,Inversión interna y formación bruta de capital fijo (Translation in progress ...)
Dominican Republic,264,DO,754,Main Fertilizer Prices
Dominican Republic,264,DO,756,Agricultural Sector Wages
Dominican Republic,264,DO,757,Situación de pobreza y pobreza extrema rural (Translation in progress ...)
Dominican Republic,264,DO,758,Población que vive con menos de uno o dos dólares por día (Translation in progress ...)
Dominican Republic,264,DO,760,Land Use by Country
Dominican Republic,264,DO,762,Transables consumer price index
Dominican Republic,264,DO,763,No transables consumer price index
Dominican Republic,264,DO,764,Core inflation
Dominican Republic,264,DO,765,Indice Nacional de Precios al Consumidor (Translation in progress ...)
Dominican Republic,264,DO,793,Crédito total y agropecuario (Translation in progress ...)
Dominican Republic,264,DO,807,Ratio of average per capita income of the household: quintile 5 / quintile 1 (ECLAC)
Dominican Republic,264,DO,821,Tax revenue by type of taxes as a percentage of GDP
Dominican Republic,264,DO,843,Tax rates of income tax
Dominican Republic,264,DO,845,"Tax revenue by type of taxes, local currency at current prices"
Dominican Republic,264,DO,846,Tax rates of Value Added Tax
Dominican Republic,264,DO,856,Nominal lending rate
Dominican Republic,264,DO,857,Nominal deposit rate
Dominican Republic,264,DO,861,Total external debt
Dominican Republic,264,DO,862,"Money (M1), end of period"
Dominican Republic,264,DO,868,"Liquidity (M2), end of period"
Dominican Republic,264,DO,869,"Broad liquidity (M3), end of period"
Dominican Republic,264,DO,870,"Currency, end of period"
Dominican Republic,264,DO,871,"Demand deposits, end of period"
Dominican Republic,264,DO,874,"Foreign currency deposits, end of period"
Dominican Republic,264,DO,882,External trade Deflator
Dominican Republic,264,DO,883,Índices of the terms of trade and purchasing power of exports
Dominican Republic,264,DO,884,External trade volume indexes
Dominican Republic,264,DO,935,Conclusión de la secundaria en la población de 20 a 24 años. (Translation in progress ...)
Dominican Republic,264,DO,978,Tasa de conclusión de la primaria en la población de 25 años y más (Translation in progress ...)
Dominican Republic,264,DO,979,Percepción ciudadana del nivel de democracia existente en el país (Translation in progress ...)
Dominican Republic,264,DO,983,Población que cree que se ha avanzado mucho o algo en la lucha contra la corrupción en el Estado (últimos dos años) (Translation in progress ...)
Dominican Republic,264,DO,984,Población que cree que el poder judicial se ha desempeñado muy bien o bien (Translation in progress ...)
Dominican Republic,264,DO,988,Composición del carga tributaria (Translation in progress ...)
Dominican Republic,264,DO,990,Ocupados preocupados por perder el empleo (Translation in progress ...)
Dominican Republic,264,DO,994,Población que se siente maltratada por el color de la piel o la raza (Translation in progress ...)
Dominican Republic,264,DO,995,Desconfianza en las instituciones políticas y del estado (Translation in progress ...)
Dominican Republic,264,DO,998,Porcentaje de ciudadanos que creen que sus hijos vivirán mejor que ellos (Translation in progress ...)
Dominican Republic,264,DO,1010,Prison population rate
Dominican Republic,264,DO,1026,"Ocupados que realizan aportes previsionales, según quintiles de ingreso (Translation in progress ...)"
Dominican Republic,264,DO,1043,Total national port moves (TON)
Dominican Republic,264,DO,1044,"Port moves, National total (TEU)"
Dominican Republic,264,DO,1097,Población en edad de trabajar que realiza aportes previsionales (Translation in progress ...)
Dominican Republic,264,DO,1206,Monetary policy rate
Dominican Republic,264,DO,1239,Public debt stock in millions of US dollars
Dominican Republic,264,DO,1240,Public debt stock as a percentage of GDP
Dominican Republic,264,DO,1244,"Women full-time to household chores, according to the position of family and number of children present in the household, urban areas"
Dominican Republic,264,DO,1246,"Government operations (economic classification), as a percentage of GDP"
Dominican Republic,264,DO,1253,"Households with a woman as main contributor to income by type of household, urban and rural areas"
Dominican Republic,264,DO,1259,"Government operations (economic classification), local currency at current prices"
Dominican Republic,264,DO,1314,"Distribution of population by age groups, sex and sex of head of household"
Dominican Republic,264,DO,1343,"Degree of Opennes of the Economy, at current prices"
Dominican Republic,264,DO,1344,"Externa Debt, at currente prices"
Dominican Republic,264,DO,1345,Women deaths at the hands of their intimate partner or former partner
Dominican Republic,264,DO,1347,Executive power: percentage of women in ministerial cabinet positions
Dominican Republic,264,DO,1379,HIV prevalence among population aged 15-49 years
Dominican Republic,264,DO,1381,Fleets of National Flag (thousands of GT)
Dominican Republic,264,DO,1382,Fleets of National Flag (thousands of DWT)
Dominican Republic,264,DO,1385,Ratio of school attendance of orphans to school attendance of non-orphans aged 10-14 years
Dominican Republic,264,DO,1481,Evolution of national flag fleet by vessel type (thousands of DWT)
Dominican Republic,264,DO,1499,Total Cellular subscribers
Dominican Republic,264,DO,1612,"Annual consumer prices index, annual average"
Dominican Republic,264,DO,1613,"Variations in the consumer prices index, annual average"
Dominican Republic,264,DO,1615,Implicit GDP deflactor at market prices
Dominican Republic,264,DO,1617,Local power: percentage of elected mayors who are female
Dominican Republic,264,DO,1629,Net capital inflow and resource transfers
Dominican Republic,264,DO,1683,People without incomes of their own
Dominican Republic,264,DO,1684,"Consumer price index, foods and drinks"
Dominican Republic,264,DO,1687,"Distribution of households headed by women and men by presence of spouse, urban and rural areas"
Dominican Republic,264,DO,1688,"Households headed by women and men by type of household, urban and rural areas"
Dominican Republic,264,DO,1689,"Distribution of households headed by women and men by type of household, urban and rural areas"
Dominican Republic,264,DO,1690,Proportion of population with advanced HIV infection with access to antirretroviral drugs
Dominican Republic,264,DO,1693,Incidence rate associated with Tuberculosis
Dominican Republic,264,DO,1694,"Femininity rate of indigence and poverty, by geographical area"
Dominican Republic,264,DO,1702,Adolescent birth rate
Dominican Republic,264,DO,1703,Antenatal care coverage (at least one visit and at least four visits)
Dominican Republic,264,DO,1704,Judicial power: percentage of women judges in the highest court or supreme court
Dominican Republic,264,DO,1707,Grwth rate of GDP per person
Dominican Republic,264,DO,1708,Local power: percentage of elected city council members who are female
Dominican Republic,264,DO,1709,"Activity status by sex and age group, urban areas"
